Year,JerseyNum,Name,Position,Height,Weight,Major,Class,HomeTownHighSchool
2015,25,Junae Mahan,G,5-8,,Undeclared,So.,"Stockton, Calif. / Lincoln HS"
2015,30,Damilola Sule,F,6-0,,Cognitive Science,Jr.,"Bakersfield, Calif. / Bakersfield Christian HS"
2015,32,Parker Montgomery,G,5-7,,Business Economics,Sr.,"Porter Ranch, Calif. / Marlborough HS"
2015,33,Emma Svoboda,C,6-3,,Human Developmental Sciences,Jr.,"La Quinta, Calif. / La Quinta HS"
2015,35,Katie Springs,C,6-0,,Political Science: Pre-Law,Jr.,"San Jose, Calif. / Archbishop Mitty HS"
2016,2,Grace Talbot,G,5-7,,Communications,So.,"Littleton, Colo. / Chatfield Senior HS"
2016,3,Sumayah Sugapong,G,5-7,,Undeclared,Fr.,"San Diego, Calif. / La Jolla Country Day"
2016,5,Gabby Louther,G,5-11,,Undeclared,So.,"Pueblo West, Colo. / Pueblo West HS"
2016,11,Erin Condron,F/C,6-4,,Human Biology,Fr.,"Woodend, Victoria, Australia / Braemar College"
2016,12,Rosa Smith,G,5-7,,Human Developmental Sciences,So.,"Kirkland, Wash. / Lake Washington HS"
2016,13,Meaali‘i Amosa,F,6-1,,Communications,Jr.,"Garden Grove, Calif. / Mater Dei HS"
2016,20,Izzy Forsyth,G,6-0,,Communications,Jr.,"Vancouver, BC / Semiahmoo Secondary School"
2016,22,Gracie Gallegos,G,6-1,,Undeclared,R-Fr.,"Denver, Colo. / Mullen HS"
2016,23,Eri Blithikioti,G,5-11,,Undeclared,Fr.,"Athens, Greece / American Community Schools of Athens (ACS Athens)"
2016,24,Denali Pinto,G,6-0,,Finance,Gr.,"Boulder, Colo. / Fairview HS"
2016,25,Junae Mahan,G,5-8,,Undeclared,So.,"Stockton, Calif. / Lincoln HS"
2016,30,Damilola Sule,F,6-0,,Cognitive Science,Jr.,"Bakersfield, Calif. / Bakersfield Christian HS"
2016,32,Parker Montgomery,G,5-7,,Business Economics,Sr.,"Porter Ranch, Calif. / Marlborough HS"
2016,33,Emma Svoboda,C,6-3,,Human Developmental Sciences,Jr.,"La Quinta, Calif. / La Quinta HS"
2016,35,Katie Springs,C,6-0,,Political Science: Pre-Law,Jr.,"San Jose, Calif. / Archbishop Mitty HS"
2017,2,Grace Talbot,G,5-7,,Communications,So.,"Littleton, Colo. / Chatfield Senior HS"
2017,3,Sumayah Sugapong,G,5-7,,Undeclared,Fr.,"San Diego, Calif. / La Jolla Country Day"
2017,5,Gabby Louther,G,5-11,,Undeclared,So.,"Pueblo West, Colo. / Pueblo West HS"
2017,11,Erin Condron,F/C,6-4,,Human Biology,Fr.,"Woodend, Victoria, Australia / Braemar College"
2017,12,Rosa Smith,G,5-7,,Human Developmental Sciences,So.,"Kirkland, Wash. / Lake Washington HS"
2017,13,Meaali‘i Amosa,F,6-1,,Communications,Jr.,"Garden Grove, Calif. / Mater Dei HS"
2017,20,Izzy Forsyth,G,6-0,,Communications,Jr.,"Vancouver, BC / Semiahmoo Secondary School"
2017,22,Gracie Gallegos,G,6-1,,Undeclared,R-Fr.,"Denver, Colo. / Mullen HS"
2017,23,Eri Blithikioti,G,5-11,,Undeclared,Fr.,"Athens, Greece / American Community Schools of Athens (ACS Athens)"
2017,24,Denali Pinto,G,6-0,,Finance,Gr.,"Boulder, Colo. / Fairview HS"
2017,25,Junae Mahan,G,5-8,,Undeclared,So.,"Stockton, Calif. / Lincoln HS"
2017,30,Damilola Sule,F,6-0,,Cognitive Science,Jr.,"Bakersfield, Calif. / Bakersfield Christian HS"
2017,32,Parker Montgomery,G,5-7,,Business Economics,Sr.,"Porter Ranch, Calif. / Marlborough HS"
2017,33,Emma Svoboda,C,6-3,,Human Developmental Sciences,Jr.,"La Quinta, Calif. / La Quinta HS"
