Year,JerseyNum,Name,Position,Height,Weight,Major,Class,HomeTownHighSchool
2006,10,Chase Douglas,M,6-0,,,Sr.,"Winchester, CA / Chaparral HS"
2006,11,Josh Levy,D,5-11,,,Jr.,"Calabasas, CA / Calabasas HS"
2006,12,Michael Grubic,M,5-9,,,So.,"Long Beach, CA / Lakewood HS"
2006,13,Raymond Putrus,M,5-8,,,Jr.,"Spring Valley, CA / Granite Hills HS"
2006,18,Chris Alcantar,D,5-10,,,Jr.,"La Mesa, CA / Helix HS"
2006,19,David Lillo,M,5-11,,,Fr.,"Saratoga, CA / Archbishop Mitty HS"
2006,23,Mark Moreira,M,5-8,,,Sr.,"Point Loma, CA / Point Loma HS"
2006,24,Jeremy Ebstein,D,5-11,,,Fr.,"San Francisco, CA / Lick Wilmerding HS"
2006,RS,Brian Engle,GK,6-0,,,Fr.,"Bend, OR / Bend HS"
2007,01,Peter Akman,GK,6-1,,,Jr.,"Tampa, FL / Mesa CC"
2007,3,Jonathan Sawyer,M,5-8,,,Jr.,"San Diego, CA / University City HS"
2007,4,Daniel Pavitt,D,5-11,,,So.,"Temecula, CA / Chaparral HS"
2007,5,Shane Micheil,M,5-11,,,R-Fr.,"Mission Viejo, CA / Mission Viejo HS"
2007,7,Kyle Parton,D,6-0,,,So.,"Los Alamitos, CA / Los Alamitos HS"
2007,8,Tony Choi,M,5-10,,,So.,"Folsom, CA / Jesuit HS"
2007,9,Tom Caplan,F,5-11,,,Jr.,"Mission Viejo, CA / Mission Viejo HS"
2007,11,Brandon Yee,D,5-9,,,Fr.,"Orinda, CA / Miramonte HS"
2007,12,Zachary Migdal,M,5-11,,,Jr.,"Tarzana, CA / UC Santa Cruz"
2007,13,Tyler Zupan,D,6-1,,,Fr.,"Albany, CA / Albany HS"
2007,14,Jared Kukura,D,6-0,,,Fr.,"San Diego, CA / University City HS"
2007,15,Aaron McDowell,D,5-9,,,Fr.,"Rancho Cucamonga, CA / Los Osos HS"
2007,17,Joe Shah,M,5-10,,,Jr.,"Santa Ana, CA / Foothill HS"
2007,18,Chris Gutierrez,M,5-11,,,So.,"North Hollywood, CA / Grant HS"
2007,21,Josh Jackson,D,6-0,,,Fr.,"Torrance, CA / Torrance HS"
2007,23,David Bakal,M,6-0,,,Fr.,"Piedmont, CA / Piedmont HS"
2007,25,Ali Shams,M,5-6,,,Jr.,"Studio City, CA / North Hollywood HS"
2007,RS,Ryan McDowell,GK,5-10,,,Fr.,"Rancho Cucamonga, CA / Los Osos HS"
2007,2,Jason Le,M,5-10,,,Jr.,"San Diego, CA / Vanderbilt/St. Augustine HS"
2007,6,David Lillo,M,5-11,,,So.,"Saratoga, CA / Archbishop Mitty HS"
2007,10,Josh Levy,D,5-11,,,Sr.,"Calabasas, CA / Calabasas HS"
2007,19,Jeremy Ebstein,D,5-11,,,So.,"San Francisco, CA / Lick Wilmerding HS"
2007,24,Luis Salazar,GK,5-11,,,Jr.,"Pico Rivera, CA / Downey HS"
2008,1,Peter Akman,GK,6-1,,,Sr.,"Tampa, FL / Mesa CC"
2008,4,Daniel Pavitt,D,5-11,,,Jr.,"Temecula, CA / Chaparral HS"
2008,5,Shane Micheil,M,5-11,,,So.,"Mission Viejo, CA / Mission Viejo HS"
2008,6,Scott Gressard,M,5-10,,,Jr.,"Moscow, ID / Logos HS"
2008,7,Kyle Parton,D,6-0,,,Jr.,"Los Alamitos, CA / Los Alamitos HS"
2008,8,Tony Choi,M,5-10,,,Jr.,"Folsom, CA / Jesuit HS"
2008,9,Tom Caplan,F,5-11,,,Sr.,"Mission Viejo, CA / Mission Viejo HS"
2008,10,Tony Fernandez,F,6-4,,,Sr.,"San Diego, CA / Rancho Bernardo HS"
2008,11,Brandon Yee,D,5-9,,,So.,"Orinda, CA / Miramonte HS"
2008,12,Zachary Migdal,M,5-11,,,Sr.,"Tarzana, CA / UC Santa Cruz"
2008,13,Tyler Zupan,D,6-1,,,So.,"Albany, CA / Albany HS"
2008,14,Jared Kukura,D,6-0,,,So.,"San Diego, CA / University City HS"
2008,15,Aaron McDowell,D,5-9,,,So.,"Rancho Cucamonga, CA / Los Osos HS"
2008,17,Joe Shah,M,5-10,,,Sr.,"Santa Ana, CA / Foothill HS"
2008,18,Chris Gutierrez,D,5-11,,,Jr.,"North Hollywood, CA / Grant HS"
2008,21,Josh Jackson,D,6-0,,,So.,"Torrance, CA / Torrance HS"
2008,22,Ryan McDowell,GK,5-10,,,R-Fr.,"Rancho Cucamonga, CA / Los Osos HS"
2008,23,David Bakal,M,6-0,,,So.,"Piedmont, CA / Piedmont HS"
2008,25,Ali Shams,M,5-6,,,Sr.,"Studio City, CA / North Hollywood HS"
2008,19,Scott MacBride,F,6-0,,,Fr.,"Atascadero, CA / Atascadero HS"
2009,1,Peter Akman,GK,6-1,,,Sr.,"Tampa, FL / Mesa CC"
2009,2,Mikel Samaniego,F,6-0,,,Jr.,"Seattle, WA / Seattle University"
2009,3,Jonathan Sawyer,M,5-8,,,Sr.,"San Diego, CA / University City HS"
2009,4,Daniel Pavitt,D,5-11,,,Sr.,"Temecula, CA / Chaparral HS"
2009,5,Shane Micheil,M,5-11,,,Jr.,"Mission Viejo, CA / Mission Viejo HS"
2009,6,Scott Gressard,M,5-10,,,Sr.,"Moscow, ID / Logos HS"
2009,7,Kyle Parton,M,6-0,,,Sr.,"Los Alamitos, CA / Los Alamitos HS"
2009,8,Tony Choi,F,5-10,,,Sr.,"Folsom, CA / Jesuit HS"
2009,11,Brandon Yee,M,5-9,,,Jr.,"Orinda, CA / Miramonte HS"
2009,13,Tyler Zupan,D,6-1,,,Jr.,"Albany, CA / Albany HS"
2009,14,Jared Kukura,D,6-0,,,Jr.,"San Diego, CA / University City HS"
2009,15,Aaron McDowell,M,5-9,,,Jr.,"Rancho Cucamonga, CA / Los Osos HS"
2009,18,Chris Gutierrez,D,5-11,,,Sr.,"North Hollywood, CA / Grant HS"
2009,20,Grant Hamilton,GK,6-1,,,Fr.,"Manhattan Beach, CA / Mira Costa HS"
2009,21,Josh Jackson,D,6-0,,,Jr.,"Torrance, CA / Torrance HS"
2009,22,Bryan Hudson,M,6-0,,,Fr.,"Garden Grove, CA / Los Alamitos HS"
2009,23,David Bakal,M,6-0,,,Jr.,"Piedmont, CA / Piedmont HS"
2009,24,Chase Octon,F,5-7,,,Fr.,"La Mesa, CA / Helix HS"
2009,25,Ryan McDowell,GK,5-10,,,So.,"Rancho Cucamonga, CA / Los Osos HS"
2009,27,Kasra Sarabakhsh,M,5-9,,,Jr.,"San Diego, CA / University City HS"
2009,28,Josh van de Vrugt,D,6-0,,,Fr.,"Santee, CA / Santana HS"
2009,0,Jesse Brennan,GK,6-2,,,Fr.,"Studio City, CA / Loyola HS"
2009,9,Kian Malek,M,5-10,,,Fr.,"Los Altos Hills, CA / Saint Francis HS"
2009,10,Jordan Valenciano,M,5-10,,,Fr.,"Lake Forest, CA / El Toro HS"
2009,16,Adam Zernik,D,5-10,,,Fr.,"Palo Alto, CA / Palo Alto HS"
2009,17,Harris Rabin,D,5-9,,,Fr.,"Los Angeles , CA / Windward HS"
2009,19,Alex Portela,M,6-2,,,Fr.,"La Jolla, CA / Cathedral Catholic HS"
2009,26,Evan Walker,F,5-11,,,Fr.,"Costa Mesa, CA / Newport Harbor HS"
2010,5,Shane Micheil,M,5-11,,,Sr.,"Mission Viejo, CA / Mission Viejo HS"
2010,7,Kasra Sarabakhsh,F,5-9,,,Sr.,"San Diego, CA / University City HS"
2010,8,Brandon Yee,M,5-9,,,Sr.,"Orinda, CA / Miramonte HS"
2010,13,Tyler Zupan,D,6-1,,,Sr.,"Albany, CA / Albany HS"
2010,14,Jared Kukura,D,6-0,,,Sr.,"San Diego, CA / University City HS"
2010,15,David Bakal,M,6-0,,,Sr.,"Piedmont, CA / Piedmont HS"
2010,21,Josh Jackson,F,6-0,,,Sr.,"Torrance, CA / Torrance HS"
2010,0,Jesse Brennan,GK,6-2,,,R-Fr.,"Studio City, CA / Loyola HS"
2010,00,Josh Cohen,GK,6-0,,,Fr.,"Sunnyvale, CA / Bellarmine College Prep"
2010,2,Cory Wolfrom,D,5-8,,,Fr.,"Yorba Linda, CA / Esperanza HS"
2010,3,Alec Arsht,D,5-11,,,Fr.,"Oak Park, CA / Oak Park HS"
2010,4,Alex Portela,D,6-2,,,So.,"La Jolla, CA / Cathedral Catholic HS"
2010,6,Adam Zernik,M,5-10,,,So.,"Palo Alto, CA / Palo Alto HS"
2010,9,Kian Malek,M,5-10,,,So.,"Los Altos Hills, CA / Saint Francis HS"
2010,10,Jordan Valenciano,M,5-10,,,So.,"Lake Forest, CA / El Toro HS"
2010,11,Evan Walker,F,5-11,,,So.,"Costa Mesa, CA / Newport Harbor HS"
2010,12,Scott MacBride,F,6-0,,,R-So.,"Atascadero, CA / Atascadero HS"
2010,16,Taylor Wirth,M,5-8,,,Fr.,"Escondido, CA / La Costa Canyon HS"
2010,17,Harris Rabin,D,5-9,,,So.,"Los Angeles , CA / Windward HS"
2010,18,Ian Macauley,D,6-0,,,Fr.,"Encinitas, CA / La Costa Canyon HS"
2010,19,Padraig Buckley,F,6-0,,,Fr.,"Daly City, CA / St. Ignatius College Prep"
2010,20,Andisheh Bagheri,M,5-10,,,Fr.,"Davis, CA / Davis Senior HS"
2010,22,Tsuk Haroush,F,6-5,,,Fr.,"Cupertino, CA / Monta Vista HS"
2010,24,Gavin Lamming,D,6-1,,,Fr.,"San Juan Capistrano, CA / Capistrano Valley HS"
2010,28,Andy Keimach,D,5-10,,,Fr.,"Irvine, CA / Woodbridge HS"
2011,0,Josh Cohen,GK,6-0,,,So.,"Sunnyvale, CA / Bellarmine College Prep"
2011,00,Kyle Mandala,GK,6-1,,,Jr.,"Rancho Cucamonga, CA / Rancho Cucamonga HS"
2011,1,Jesse Brennan,GK,6-2,,,So.,"Studio City, CA / Loyola HS"
2011,2,Cory Wolfrom,M,5-8,,,So.,"Yorba Linda, CA / Esperanza HS"
2011,3,Harris Rabin,D,5-9,,,Jr.,"Los Angeles , CA / Windward HS"
2011,4,Gavin Lamming,D,6-1,,,So.,"San Juan Capistrano, CA / Capistrano Valley HS"
2011,5,Alec Arsht,D,5-11,,,So.,"Oak Park, CA / Oak Park HS"
2011,6,Adam Zernik,M,5-10,,,Jr.,"Palo Alto, CA / Palo Alto HS"
2011,7,Alex Portela,M,6-2,,,Jr.,"La Jolla, CA / Cathedral Catholic HS"
2011,8,Andy Keimach,D,5-10,,,So.,"Irvine, CA / Woodbridge HS"
2011,9,Kian Malek,M,5-10,,,Jr.,"Los Altos Hills, CA / Saint Francis HS"
2011,11,Evan Walker,F,5-11,,,Jr.,"Costa Mesa, CA / Newport Harbor HS"
2011,12,Scott MacBride,F,6-0,,,Jr.,"Atascadero, CA / Atascadero HS"
2011,13,Sam Ball,F,5-10,,,So.,"Poole, England / Westlake HS"
2011,14,Tsuk Haroush,F,6-5,,,So.,"Cupertino, CA / Monta Vista HS"
2011,15,Franco Cruz,M,5-6,,,So.,"Pittsburg, CA / Acalenes HS"
2011,16,Taylor Wirth,M,5-8,,,So.,"Escondido, CA / La Costa Canyon HS"
2011,17,Elan Gefen,M,5-9,,,R-Fr.,"Woodland Hills, CA / Cleveland HS"
2011,18,Ian Macauley,M,6-0,,,So.,"Encinitas, CA / La Costa Canyon HS"
2011,19,Josh van de Vrugt,D,6-0,,,So.,"Santee, CA / Santana HS"
2011,20,Andisheh Bagheri,M,5-10,,,So.,"Davis, CA / Davis Senior HS"
2011,21,Jacob Valadez,M,6-1,,,Fr.,"Los Altos, CA / Los Altos HS"
2011,23,Matthew McClure,D,6-0,,,Fr.,"Yucaipa, CA / Yucaipa HS"
2011,25,Nick Roberts,D,5-8,,,R-Fr.,"Belmont, CA / Junipero Serra HS"
2012,0,Cameron McElfresh,GK,5-10,,,Fr.,"Palo Alto, CA / Henry M. Gunn HS"
2012,00,Marshall Finch,GK,6-0,,,Fr.,"Los Gatos, CA / Los Gatos HS"
2012,1,Josh Cohen,GK,6-1,,,Jr.,"Sunnyvale, CA / Bellarmine College Prep"
2012,2,Cory Wolfrom,M,5-8,,,Jr.,"Yorba Linda, CA / Esperanza HS"
2012,3,Harris Rabin,D,5-9,,,Sr.,"Los Angeles , CA / Windward HS"
2012,4,Gavin Lamming,D,6-1,,,Jr.,"San Juan Capistrano, CA / Capistrano Valley HS"
2012,5,Alec Arsht,D,5-11,,,Jr.,"Oak Park, CA / Oak Park HS"
2012,6,Adam Zernik,M,5-10,,,Sr.,"Palo Alto, CA / Palo Alto HS"
2012,7,Will Pleskow,D,5-9,,,Jr.,"Los Angeles, CA / Loyola HS"
2012,8,Andy Keimach,D,5-10,,,Jr.,"Irvine, CA / Woodbridge HS"
2012,9,Kian Malek,M,5-10,,,Sr.,"Los Altos Hills, CA / Saint Francis HS"
2012,10,Alex Portela,M,6-2,,,Sr.,"La Jolla, CA / Cathedral Catholic HS"
2012,11,Evan Walker,F,5-11,,,Sr.,"Costa Mesa, CA / Newport Harbor HS"
2012,12,Scott MacBride,F,6-0,,,Sr.,"Atascadero, CA / Atascadero HS"
2012,13,Sam Ball,F,5-11,,,Jr.,"Poole, England / Westlake HS"
2012,14,Tsuk Haroush,F,6-5,,,Jr.,"Cupertino, CA / Monta Vista HS"
2012,15,Jacob Valadez,M,6-1,,,So.,"Los Altos, CA / Los Altos HS"
2012,16,Taylor Wirth,M,5-8,,,Jr.,"Escondido, CA / La Costa Canyon HS"
2012,17,Elan Gefen,M,5-9,,,So.,"Woodland Hills, CA / Cleveland HS"
2012,18,Ian Macauley,M,6-0,,,Jr.,"Encinitas, CA / La Costa Canyon HS"
2012,19,Padraig Buckley,M,6-0,,,Jr.,"Daly City, CA / St. Ignatius College Prep"
2012,20,Andisheh Bagheri,M,5-10,,,Jr.,"Davis, CA / Davis Senior HS"
2012,21,Nick Roberts,D,5-8,,,So.,"Belmont, CA / Junipero Serra HS"
2012,22,Brett Sampiere,D,6-0,,,Fr.,"Solana Beach, CA / Torrey Pines HS"
2012,23,Matthew McClure,D,6-0,,,So.,"Yucaipa, CA / Yucaipa HS"
2013,0,Cameron McElfresh,GK,5-10,,,So.,"Palo Alto, CA / Henry M. Gunn HS"
2013,00,Jesse Brennan,GK,6-3,,,Sr.,"Studio City, CA / Loyola HS"
2013,01,Marshall Finch,GK,6-0,,,Rs.,"Los Gatos, CA / Los Gatos HS"
2013,1,Josh Cohen,GK,6-1,,,Sr.,"Sunnyvale, CA / Bellarmine College Prep"
2013,2,Cory Wolfrom,M,5-8,,,Sr.,"Yorba Linda, CA / Esperanza HS"
2013,3,Nick Roberts,D,5-8,,,Jr.,"Belmont, CA / Junipero Serra HS"
2013,4,Gavin Lamming,D,6-1,,,Sr.,"San Juan Capistrano, CA / Capistrano Valley HS"
2013,5,Alec Arsht,D,6-0,,,Sr.,"Oak Park, CA / Oak Park HS"
2013,6,Jacob Valadez,M,6-1,,,Jr.,"Los Altos, CA / Los Altos HS"
2013,7,Will Pleskow,M,5-10,,,Sr.,"Los Angeles, CA / Loyola HS"
2013,8,Andisheh Bagheri,M,5-10,,,Sr.,"Davis, CA / Davis Senior HS"
2013,9,Alessandro Canale,F,5-9,,,Jr.,"Venice, CA / Santa Monica HS"
2013,10,Taylor Wirth,M,5-8,,,Sr.,"Escondido, CA / La Costa Canyon HS"
2013,11,Malek Bashti,F,6-1,,,Fr.,"Cupertino, CA / Monta Vista HS"
2013,14,Tsuk Haroush,F,6-5,,,Sr.,"Cupertino, CA / Monta Vista HS"
2013,15,Brandon Bauman,M,6-0,,,Jr.,"Huntington Beach, CA / Huntington Beach HS"
2013,16,Elan Gefen,M,5-9,,,Jr.,"Woodland Hills, CA / Cleveland HS"
2013,17,Gerrit van Zyll,F,5-11,,,Fr.,"Palo Alto, CA / Palo Alto HS"
2013,18,Brett Sampiere,D,6-0,,,Rs.,"Solana Beach, CA / Torrey Pines HS"
2013,20,Nick Palano,M,5-7,,,Fr.,"Lafayette, CA / Campolindo HS"
2013,22,A.J. Beloff,M,6-3,,,Jr.,"San Carlos, CA / Carlmont HS"
2013,23,Matthew McClure,D,6-0,,,Jr.,"Yucaipa, CA / Yucaipa HS"
2013,24,Riley Harbour,M,6-0,,,Fr.,"Loomis, CA / Jesuit HS"
2013,25,Danny Glascock,D,6-0,,,Fr.,"Lafayette, CA / Acalanes HS"
2013,27,Sam Palano,M,5-7,,,Fr.,"Lafayette, CA / Campolindo HS"
2014,0,Marshall Finch,GK,6-0,,,So.,"Los Gatos, CA / Los Gatos HS"
2014,1,Cameron McElfresh,GK,5-11,,,R-So.,"Palo Alto, CA / Henry M. Gunn HS"
2014,2,Sam Palano,F,5-7,,,So.,"Lafayette, CA / Campolindo HS"
2014,3,Riley Harbour,M,6-0,,,So.,"Loomis, CA / Jesuit HS"
2014,4,Kuba Waligorski,D,6-3,,,R-So.,"Szczecin, Poland / V Liceum Ogolnoksztalcace"
2014,5,Brett Sampiere,D,6-0,,,R-So.,"Solana Beach, CA / Torrey Pines HS"
2014,6,A.J. Beloff,D/M,6-3,,,Sr.,"San Carlos, CA / Carlmont HS"
2014,7,Gerrit van Zyll,F,5-11,,,So.,"Palo Alto, CA / Palo Alto HS"
2014,8,Jacob Valadez,M,6-1,,,Sr.,"Los Altos, CA / Los Altos HS"
2014,9,Alessandro Canale,F,5-9,,,Sr.,"Venice, CA / Santa Monica HS"
2014,10,Brandon Bauman,M,6-0,,,Sr.,"Huntington Beach, CA / Huntington Beach HS"
2014,11,Malek Bashti,F,6-1,,,So.,"Cupertino, CA / Monta Vista HS"
2014,12,Sean Pleskow,M,5-11,,,Fr.,"Santa Monica, CA / Loyola HS"
2014,13,Sina Mofidi,M/F,5-8,,,Fr.,"Irvine, CA / University HS"
2014,14,Renato Sanchez,M,6-2,,,Jr.,"Castaic, CA / Valencia HS"
2014,15,Charlie Keating,M,6-1,,,Fr.,"Palos Verdes Estates, CA / Palos Verdes HS"
2014,16,Uly de la Cal,F,5-11,,,Fr.,"Riverside, CA / Poly HS"
2014,17,Eric Young,M/D,6-1,,,Fr.,"Camarillo, CA / Newbury Park HS"
2014,18,Nolan Mac,D,6-0,,,Fr.,"Laguna Hills, CA / Laguna Hills HS"
2014,19,Kyle Panganiban,D,5-11,,,Fr.,"Roseville, CA / Roseville HS"
2014,20,Nick Palano,M,5-7,,,So.,"Lafayette, CA / Campolindo HS"
2014,21,Nick Roberts,D,5-9,,,Sr.,"Belmont, CA / Junipero Serra HS"
2014,22,Jeff Powers,D,5-11,,,Fr.,"San Jose, CA / Branham HS"
2014,23,Matthew McClure,D,6-0,,,Sr.,"Yucaipa, CA / Yucaipa HS"
2014,27,Zachary Lagotta,M,5-8,,,Fr.,"San Diego, CA / Cathedral Catholic HS"
2014,28,Danny Glascock,M,6-0,,,R-Fr.,"Lafayette, CA / Acalanes HS"
2014,30,Dean Meltz,GK,6-0,,,Jr.,"San Diego, CA / Torrey Pines HS"
2015,0,Tyler Shaver,GK,6-0,,,Jr.,"Novato, CA / Marin Catholic HS"
2015,00,Nate Maas,GK,6-5,,,Fr.,"Sacramento, CA / Pleasant Grove HS"
2015,1,Cameron McElfresh,GK,5-11,,,R-Jr.,"Palo Alto, CA / Henry M. Gunn HS"
2015,2,Sam Palano,F,5-7,,,Jr.,"Lafayette, CA / Campolindo HS"
2015,3,Kyle Panganiban,D,5-11,,,So.,"Roseville, CA / Roseville HS"
2015,4,Kuba Waligorski,D,6-3,,,Jr.,"Szczecin, Poland / V Liceum Ogolnoksztalcace"
2015,5,Brett Sampiere,D,6-0,,,R-Jr.,"Solana Beach, CA / Torrey Pines HS"
2015,6,Riley Harbour,M,6-0,,,Jr.,"Loomis, CA / Jesuit HS"
2015,7,Zachary Lagotta,M,5-8,,,So.,"San Diego, CA / Cathedral Catholic HS"
2015,8,Danny Glascock,M,6-0,,,R-So.,"Lafayette, CA / Acalanes HS"
2015,9,Uly de la Cal,F,5-11,,,So.,"Riverside, CA / Poly HS"
2015,10,Brandon Monteiro Magpayo,M,5-7,,,Fr.,"Redwood Shores, CA / Carlmont HS"
2015,11,Malek Bashti,F,6-1,,,Jr.,"Cupertino, CA / Monta Vista HS"
2015,12,Sean Pleskow,M,5-11,,,So.,"Santa Monica, CA / Loyola HS"
2015,13,Andrew Flores,M,5-7,,,Fr.,"Upland, CA / Upland HS"
2015,14,Quinn Allan,D,5-10,,,Fr.,"Newbury Park, CA / Newbury Park HS"
2015,15,Nathaniel Bloom,F,5-11,,,Fr.,"Encinitas, CA / San Dieguito HS Academy"
2015,16,Andy Sartor,F,5-10,,,Fr.,"Los Altos, CA / Los Altos HS"
2015,17,Eric Young,M,6-1,,,So.,"Camarillo, CA / Newbury Park HS"
2015,18,Nolan Mac,D,6-0,,,So.,"Laguna Hills, CA / Laguna Hills HS"
2015,19,Christian Cordell,M,5-8,,,Fr.,"Huntington Beach, CA / Marina HS"
2015,20,Nick Palano,M,5-7,,,Jr.,"Lafayette, CA / Campolindo HS"
2015,21,Matt Merrill,M,5-11,,,Fr.,"Mission Viejo, CA / Santa Margarita Catholic HS"
2015,22,Jeff Powers,D,5-11,,,R-Fr.,"San Jose, CA / Branham HS"
2015,23,Youcef Rezagui,M,5-11,,,Fr.,"Vacaville, CA / Vanden HS"
2015,24,Justice Duerksen,M,6-1,,,Jr.,"San Clemente, CA / San Clemente HS"
2015,26,Daniel Boemer,M,6-2,,,Fr.,"San Diego, CA / Scripps Ranch HS"
2015,30,Erik Nunn,GK,6-2,,,Fr.,"Santa Rosa, CA / Maria Carrillo HS"
2016,0,Tyler Shaver,GK,6-0,,,Sr.,"Novato, CA / Marin Catholic HS"
2016,1,Cameron McElfresh,GK,5-11,,,R-Sr.,"Palo Alto, CA / Henry M. Gunn HS"
2016,2,Hunter Fields,M/D,5-10,,,Fr.,"Rancho Cucamonga, CA / Bishop Amat Memorial HS"
2016,3,Kyle Panganiban,D,5-11,,,Jr.,"Roseville, CA / Roseville HS"
2016,4,Kuba Waligorski,D,6-3,,,Sr.,"Szczecin, Poland / V Liceum Ogolnoksztalcace"
2016,5,Brett Sampiere,D,6-0,,,R-Sr.,"Solana Beach, CA / Torrey Pines HS"
2016,6,Riley Harbour,M,6-0,,,Sr.,"Loomis, CA / Jesuit HS"
2016,7,Zachary Lagotta,M,5-8,,,Jr.,"San Diego, CA / Cathedral Catholic HS"
2016,8,Danny Glascock,M,6-0,,,R-Jr.,"Lafayette, CA / Acalanes HS"
2016,9,Uly de la Cal,F,5-11,,,Jr.,"Riverside, CA / Poly HS"
2016,10,Sam Palano,F,5-7,,,Sr.,"Lafayette, CA / Campolindo HS"
2016,11,Malek Bashti,F,6-1,,,R-Jr.,"Cupertino, CA / Monta Vista HS"
2016,13,Christian Cordell,M,5-8,,,So.,"Huntington Beach, CA / Marina HS"
2016,14,Quinn Allan,D,5-10,,,So.,"Newbury Park, CA / Newbury Park HS"
2016,15,Nathaniel Bloom,F,5-11,,,So.,"Encinitas, CA / San Dieguito HS Academy"
2016,16,Andy Sartor,M/F,5-10,,,So.,"Los Altos, CA / Los Altos HS"
2016,17,Eric Young,M,6-1,,,Jr.,"Camarillo, CA / Newbury Park HS"
2016,18,Nolan Mac,D,6-0,,,Jr.,"Laguna Hills, CA / Laguna Hills HS"
2016,19,Abraham Ordaz,M,5-10,,,Fr.,"Lake Forest, CA / El Toro HS"
2016,20,Nick Palano,M,5-7,,,Sr.,"Lafayette, CA / Campolindo HS"
2016,21,Matt Merrill,M,5-11,,,So.,"Mission Viejo, CA / Santa Margarita Catholic HS"
2016,22,Jeff Powers,D,6-0,,,R-So.,"San Jose, CA / Branham HS"
2016,23,Steven Ortiz,M/D,6-2,,,R-Jr.,"South Gate, CA / South HS"
2016,24,Justice Duerksen,M,6-1,,,Sr.,"San Clemente, CA / San Clemente HS"
2016,26,Jonathan Stoop,M/D,6-1,,,Fr.,"Ladera Ranch, CA / Santa Margarita Catholic HS"
2016,28,Kelvin Uribe,D,5-11,,,Fr.,"Lake Forest, CA / El Toro HS"
2016,30,Jared Andrews,GK,5-11,,,Fr.,"Irvine, CA / Woodbridge HS"
2016,,Daniel Boemer,M,6-2,,,R-Fr.,"San Diego, CA / Scripps Ranch HS"
2016,,Brandon Monteiro Magpayo,F,5-7,,,So.,"Redwood Shores, CA / Carlmont HS"
