Year,JerseyNum,Name,Position,Height,Weight,Major,Class,HomeTownHighSchool
2017,12,Calder Hilde-Jones,UTL,6-6,,,So.,"Stanford, Calif. / Henry M. Gunn HS"
2017,13,Carson Ivancovich,UTL,6-4,,,Jr.,"Fresno, CA / Clovis North HS"
2017,14,Cooper Milton,UTL,6-0,,,So.,"San Diego, CA / Cathedral Catholic HS"
2017,15,Ryan Rodriguez,UTL,5-11,,,Jr.,"San Gabriel, CA / Van Nuys Senior HS"
2017,16,Noah Carniglia,UTL,6-4,,,So.,"Lodi, CA / Lodi HS"
2017,17,Brad Robison,UTL,5-11,,,Fr.,"Lafayette, CA / Acalanes HS"
2017,18,Alessandro Valania,UTL,5-10,,,Jr.,"Savona, Italy / Alberti-DaVinci HS"
2017,19,Sam Gallo,UTL,5-10,,,Fr.,"Aliso Viejo, CA / El Toro HS"
2017,20,Nolan Ortega,UTL,5-10,,,Fr.,"Orange, CA / Foothill HS"
2017,21,Brett Candioty,UTL,6-1,,,Fr.,"Agoura Hills, CA / Agoura HS"
2017,22,Ronald Ginoti,UTL,5-11,,,Fr.,"Valley Village, CA / Crespi Carmelite HS"
2017,23,Michael Gelnak,UTL,5-11,,,Fr.,"Woodland Hills, CA / Agoura HS"
2017,24,Boris Rubel,UTL,5-9,,,Fr.,"Tarzana, CA / Agoura HS"
2017,,Konstantin Karlov,UTL,6-0,,,Fr.,"San Diego, Calif. / Torrey Pines"
2018,1,Sam Thompson,GK,6-8,,,R-Jr.,"Villa Park, CA / Villa Park HS"
2018,1,Jack Turner,GK,6-7,,,R-Jr.,"Fremont, CA / Bellarmine College Prep"
2018,2,Skyler Munatones,UTL,5-10,,,Jr.,"Huntington Beach, CA / Huntington Beach HS"
2018,3,Brad Robison,UTL,5-11,,,So.,"Lafayette, CA / Acalanes HS"
2018,4,Kacper Langiewicz,UTL,6-4,,,R-Jr.,"San Marcos, CA / Mission Hills HS"
2018,5,Myles Martinez,UTL,6-2,,,Jr.,"San Diego, CA / La Jolla HS"
2018,6,Cole Martinez,UTL,5-11,,,Sr.,"San Diego, CA / La Jolla HS"
2018,7,Collin Sullivan,UTL,6-1,,,Sr.,"Escondido, CA / San Pasqual HS"
2018,8,Alessandro Valania,UTL,5-10,,,Sr.,"Savona, Italy / Alberti-DaVinci HS"
2018,9,Kevin Asplund,UTL,6-3,,,Sr.,"San Jose, CA / Leland HS"
2018,10,Michael Gelnak,UTL,5-11,,,So.,"Woodland Hills, CA / Agoura HS"
2018,11,Connor Turnbow-Lindenstadt,UTL,5-11,,,So.,"Newport Beach, CA / Newport Harbor HS"
2018,12,Calder Hilde-Jones,UTL,6-6,,,R-So.,"Stanford, Calif. / Henry M. Gunn HS"
2018,13,Carson Ivancovich,UTL,6-4,,,Sr.,"Fresno, CA / Clovis North HS"
2018,14,Cooper Milton,UTL,6-0,,,Jr.,"San Diego, CA / Cathedral Catholic HS"
2018,15,Ryan Rodriguez,UTL,5-11,,,Sr.,"San Gabriel, CA / Van Nuys Senior HS"
2018,16,Noah Carniglia,UTL,6-4,,,Jr.,"Lodi, CA / Lodi HS"
2018,17,Sam Gallo,UTL,5-10,,,So.,"Aliso Viejo, CA / El Toro HS"
2018,18,Nolan Ortega,UTL,5-10,,,So.,"Orange, CA / Foothill HS"
2018,19,Jack Ranj,UTL,6-3,,,R-So.,"San Diego, Calif. / Westview HS"
2018,20,Brett Candioty,UTL,6-1,,,So.,"Agoura Hills, CA / Agoura HS"
2018,21,Boris Rubel,UTL,5-9,,,So.,"Tarzana, CA / Agoura HS"
2018,22,Nathan Ellinthorpe,UTL,5-11,,,R-Fr.,"Granite Bay, CA / Granite Bay HS"
2018,23,Konstantin Karlov,UTL,6-0,,,R-Fr.,"San Diego, Calif. / Torrey Pines"
2018,,Robert Hamblin,UTL,6-7,,,Fr.,"Corona, CA / Corona HS"
2018,,Bennett Kienast,GK,6-2,,,Fr.,"Carlsbad, Calif. / Carlsbad HS"
2018,,Alexander Nemeth,GK,6-2,,,Fr.,"Los Altos, Calif. / Sacred Heart Prep"
2018,,Gonzalo Rivera,UTL,6-2,,,Fr.,"Madrid, Spain / Brains International School"
2018,,Jorge Rivera,UTL,6-2,,,Fr.,"Madrid, Spain / Brains International School"
2019,1,Bennett Kienast,GK,6-2,,Business Psychology,R-Fr.,"Carlsbad, Calif. / Carlsbad HS"
2019,1,Alexander Nemeth,GK,6-2,,International Business,R-Fr.,"Los Altos, Calif. / Sacred Heart Prep"
2019,1,Sam Thompson,GK,6-8,,Intl Studies - Economics,R-Sr.,"Villa Park, CA / Villa Park HS"
2019,1,Jack Turner,GK,6-7,,Aerospace Engineering,R-Sr.,"Fremont, CA / Bellarmine College Prep"
2019,2,Skyler Munatones,UTL,5-10,,International Business,Sr.,"Huntington Beach, CA / Huntington Beach HS"
2019,3,Brad Robison,UTL,5-11,,Mechanical Engineering,Jr.,"Lafayette, CA / Acalanes HS"
2019,5,Brett Candioty,UTL,6-1,,Physiology and Neuroscience,Jr.,"Agoura Hills, CA / Agoura HS"
2019,6,Nathan Ellinthorpe,UTL,5-11,,Human Developmental Sciences,R-So.,"Granite Bay, CA / Granite Bay HS"
2019,7,Karlo Krmek,UTL,6-4,,International Business,Jr.,"Dubrovnik, Croatia / "
2019,8,Myles Martinez,UTL,6-2,,Sociology,Sr.,"San Diego, CA / La Jolla HS"
2019,9,Jack Ranj,UTL,6-3,,International Business,R-Jr.,"San Diego, Calif. / Westview HS"
2019,10,Konstantin Karlov,UTL,6-0,,Real Estate & Development,R-So.,"San Diego, Calif. / Torrey Pines"
2019,12,Calder Hilde-Jones,UTL,6-6,,Cog. Behavioral Neuroscience,R-Jr.,"Stanford, Calif. / Henry M. Gunn HS"
2019,13,Brendan Nugent,UTL,6-2,,International Business,R-Fr.,"Laguna Niguel, Calif. / Aliso Niguel"
2019,14,Cooper Milton,UTL,6-0,,Human Biology,Sr.,"San Diego, CA / Cathedral Catholic HS"
2019,15,Max Carrillo,UTL,5-11,,Mathematics & Economics,Fr.,"San Diego, Calif. / The Bishops School"
2019,16,Robert Hamblin,UTL,6-7,,Structural Engineering,R-Fr.,"Corona, CA / Corona HS"
2019,17,Narayan Sharma,UTL,6-3,,Undeclared,Fr.,"Orinda, Calif. / Miramonte HS"
2019,18,Ty Matson,UTL,5-10,,Psychology,Fr.,"San Clemente, CA / San Clemente HS"
2019,19,Connor McManigal,UTL,6-3,,Cognitive Science,Fr.,"Newport Beach, Calif. / Mater Dei"
2019,21,Aram Nordanyan,UTL,6-0,,Psychology - Human Health,Jr.,"Van Nuys, Calif. / Burroughs HS"
2019,23,Alex Zamanian,UTL,5-10,,Political Science,Jr.,"Orinda, Calif. / Miramonte HS"
2019,24,Kaden Likins,UTL,6-0,,Urban Studies & Planning,Fr.,"Dana Point, Calif. / Dana Hills"
2019,,Noah Carniglia,UTL,6-4,,Cognitive Science,Sr.,"Lodi, CA / Lodi HS"
2019,,Connor King,UTL,6-1,,Anthropology,Fr.,"Mill Valley, Calif. / Tamalpais"
2019,,Frank Lozinski,UTL,5-11,,Cognitive Sciences,Fr.,"Los Altos, Calif. / St Francis HS"
2019,,Jake Marquez,UTL,5-11,,Mechanical Engineering,Fr.,"Foothill Ranch, Calif. / Santa Margarita Catholic"
2019,,Will Riley,UTL,5-11,,Psychology,Fr.,"Menlo Park, Calif. / Sacred Heart Prep"
2020,1,Bennett Kienast,GK,6-3,,Business Psychology,R-So.,"Carlsbad, Calif. / Carlsbad HS"
2020,1,Alexander Nemeth,GK,6-2,,International Business,R-So.,"Los Altos, Calif. / Sacred Heart Prep"
2020,5,Brett Candioty,UTL,6-1,,Physiology and Neuroscience,Sr.,"Agoura Hills, CA / Agoura HS"
2020,7,Karlo Krmek,UTL,6-4,,International Business,Sr.,"Dubrovnik, Croatia / "
2020,9,Jack Ranj,UTL,6-3,,International Business,R-Sr.,"San Diego, Calif. / Westview HS"
2020,10,Konstantin Karlov,UTL,6-0,,Real Estate & Development,R-Jr.,"San Diego, Calif. / Torrey Pines"
2020,12,Calder Hilde-Jones,UTL,6-6,,Cog. Behavioral Neuroscience,R-Sr.,"Stanford, Calif. / Henry M. Gunn HS"
2020,13,Brendan Nugent,UTL,6-2,,International Business,R-So.,"Laguna Niguel, Calif. / Aliso Niguel"
2020,15,Max Carrillo,UTL,5-11,,Mathematics & Economics,So.,"San Diego, Calif. / The Bishops School"
2020,17,Narayan Sharma,UTL,6-3,,Undeclared,R-Fr.,"Orinda, Calif. / Miramonte HS"
2020,19,Connor McManigal,UTL,6-3,,Cognitive Science,So.,"Newport Beach, Calif. / Mater Dei"
2020,21,Aram Nordanyan,UTL,6-0,,Psychology - Human Health,Sr.,"Van Nuys, Calif. / Burroughs HS"
2020,23,Alex Zamanian,UTL,5-10,,Political Science,Sr.,"Orinda, Calif. / Miramonte HS"
2020,24,Kaden Likins,UTL,6-0,,Urban Studies & Planning,So.,"Dana Point, Calif. / Dana Hills"
2020,,Max Abravanel,ATK,5-10,,Mathematics & Economics,Fr.,"Irvine, Calif. / Northwood"
2020,,Berk Aksoy,UTL,6-1,,International Business,Fr.,"Los Gatos, Calif. / Saint Francis"
2020,,Manuel Augusto,,5-10,,International Business,Jr.,"Cascais, Portugal / Escola Secundária de Cascais"
2020,,Conor  Elliot,UTL,6-5,,Marine Biology,So.,"San Francisco, Calif. / Marin Catholic"
2020,,Logan Estes,GK,6-8,,Structural Engineering,Fr.,"Orinda, Calif. / Campolindo"
2020,,Connor King,UTL,6-1,,Anthropology,R-Fr.,"Mill Valley, Calif. / Tamalpais"
2020,,Vedran Latkovic,UTL,6-2,,Psychology,Jr.,"Kotor, Montenegro / Gimnasium Kotor"
2020,,Frank Lozinski,UTL,5-11,,Cognitive Sciences,R-Fr.,"Los Altos, Calif. / St Francis HS"
2020,,Jake Marquez,UTL,5-11,,Mechanical Engineering,R-Fr.,"Foothill Ranch, Calif. / Santa Margarita Catholic"
2020,,Jack Martin,2M,6-3,,Public Health,Fr.,"Walnut Creek, Calif. / Las Lomas"
2020,,Will Riley,UTL,5-11,,Psychology,R-Fr.,"Menlo Park, Calif. / Sacred Heart Prep"
2020,,Miles Wilson,,5-11,,International Business,Fr.,"Irvine, Calif. / Orange Lutheran"
2021,1,Alexander Nemeth,GK,6-2,185,International Business,R-So.,"Los Altos, Calif. / Sacred Heart Prep"
2021,1A,Bennett Kienast,GK,6-3,190,Business Psychology,R-So.,"Carlsbad, Calif. / Carlsbad HS"
2021,1B,Logan Estes,GK,6-8,195,Structural Engineering,R-Fr.,"Orinda, Calif. / Campolindo"
2021,1C,Nikita Valajev,GK,6-3,180,Mechanical Engineering,Fr.,"Mill Valley, Calif. / Tamalpais"
2021,2,Will Riley,UTL,5-11,165,Psychology,R-Fr.,"Menlo Park, Calif. / Sacred Heart Prep"
2021,3,Jake Marquez,UTL,5-11,175,Mechanical Engineering,R-Fr.,"Foothill Ranch, Calif. / Santa Margarita Catholic"
2021,4,Vedran Latkovic,UTL,6-2,210,Psychology,R-Jr.,"Kotor, Montenegro / Gimnasium Kotor"
2021,5,Connor McManigal,UTL,6-3,205,Cognitive Science,R-So.,"Newport Beach, Calif. / Mater Dei"
2021,6,Max Carrillo,UTL,5-11,225,Mathematics & Economics,R-So.,"San Diego, Calif. / The Bishops School"
2021,7,Miles Wilson,UTL,5-11,180,International Business,R-Fr.,"Irvine, Calif. / Orange Lutheran"
2021,8,Manuel Augusto,UTL,5-10,185,International Business,R-Jr.,"Cascais, Portugal / Escola Secundária de Cascais"
2021,9,Jack Ranj,UTL,6-3,210,International Business,R-Sr.,"San Diego, Calif. / Westview HS"
2021,10,Aram Nordanyan,UTL,6-0,175,Psychology - Human Health,R-Sr.,"Van Nuys, Calif. / Burroughs HS"
2021,11,Karlo Krmek,UTL,6-4,190,International Business,R-Sr.,"Dubrovnik, Croatia / "
2021,12,Calder Hilde-Jones,UTL,6-6,,Cog. Behavioral Neuroscience,R-Sr.,"Stanford, Calif. / Henry M. Gunn HS"
2021,13,Trevor Moore,UTL,6-4,200,International Studies,R-Fr.,"La Mesa, Calif. / Steele Canyon"
2021,14,Brendan Nugent,UTL,6-2,185,International Business,R-So.,"Laguna Niguel, Calif. / Aliso Niguel"
2021,15,Rhys Bugelli,UTL,6-0,170,Aerospace Engineering,Fr.,"La Jolla, Calif. / La Jolla"
2021,16,Max Abravanel,UTL,5-10,175,Mathematics & Economics,R-Fr.,"Irvine, Calif. / Northwood"
2021,17,Berk Aksoy,UTL,6-1,200,International Business,R-Fr.,"Los Gatos, Calif. / Saint Francis"
2021,18,Connor Stauffer,UTL,6-3,202,Molecular & Cell Biology,Fr.,"Mill Valley, Calif. / Tamalpais"
2021,19,Matthew Wastila,UTL,6-2,220,Real Estate & Development,Fr.,"Coronado, Calif. / Coronado"
2021,20,Connor King,UTL,6-1,185,Anthropology,R-Fr.,"Mill Valley, Calif. / Tamalpais"
2021,21,Connor Macmitchell,UTL,6-1,170,Economics,Fr.,"San Carlos, Calif. / Menlo School"
2021,22,Jack Martin,UTL,6-3,210,Public Health,R-Fr.,"Walnut Creek, Calif. / Las Lomas"
2021,23,Alex Zamanian,UTL,5-10,181,Political Science,R-Sr.,"Orinda, Calif. / Miramonte HS"
2021,24,Kaden Likins,UTL,6-0,185,Urban Studies & Planning,R-So.,"Dana Point, Calif. / Dana Hills"
2021,25,Collin Tournat,UTL,6-2,190,Business Economics ,Fr.,"Manhattan Beach, Calif. / Mira Costa"
2021,26,Brendon Fezzey,UTL,6-6,215,Human Biology ,Fr.,"Riverside, Calif. / John W. North"
2021,,Konstantin Karlov,UTL,6-0,,Real Estate & Development,R-Jr.,"San Diego, Calif. / Torrey Pines"
2022,1,Logan Estes,GK,6-7,,Structural Engineering,So.,"Orinda, Calif. / Campolindo"
2022,1,Alexander Nemeth,GK,6-2,,International Business,Sr.,"Los Altos, Calif. / Sacred Heart Prep"
2022,1,Nikita Valajev,GK,6-4,,Mechanical Engineering,R-Fr.,"Mill Valley, Calif. / Tamalpais"
2022,2,Will Riley,UTL,5-11,,Psychology,Sr.,"Menlo Park, Calif. / Sacred Heart Prep"
2022,3,Jack Martin,UTL,6-3,,Public Health,So.,"Walnut Creek, Calif. / Las Lomas"
2022,4,Vedran Latkovic,UTL,6-2,,Psychology,Sr.,"Kotor, Montenegro / Gimnasium Kotor"
2022,5,Connor McManigal,UTL,6-3,,Cognitive Science,Sr.,"Newport Beach, Calif. / Mater Dei"
2022,6,Max Abravanel,UTL,5-10,,Mathematics & Economics,So.,"Irvine, Calif. / Northwood"
2022,7,Miles Wilson,UTL,5-11,,International Business,So.,"Irvine, Calif. / Orange Lutheran"
2022,8,Manuel Augusto,UTL,5-10,,International Business,Sr.,"Cascais, Portugal / Escola Secundária de Cascais"
2022,9,Max Carrillo,UTL,6-0,,Mathematics & Economics,Sr.,"San Diego, Calif. / The Bishops School"
2022,10,Konstantin Karlov,UTL,6-0,,Real Estate & Development,Sr.,"San Diego, Calif. / Torrey Pines"
2022,11,Connor Macmitchell,UTL,6-1,,Economics,R-Fr.,"San Carlos, Calif. / Menlo School"
2022,12,Matthew Wastila,UTL,6-2,,Real Estate & Development,R-Fr.,"Coronado, Calif. / Coronado"
2022,13,Trevor Moore,UTL,6-4,,International Studies,So.,"La Mesa, Calif. / Steele Canyon"
2022,14,Brendan Nugent,UTL,6-2,,International Business,Sr.,"Laguna Niguel, Calif. / Aliso Niguel"
2022,15,Rhys Bugelli,UTL,6-1,,Aerospace Engineering,So.,"La Jolla, Calif. / La Jolla"
2022,16,Bennett Axline,UTL,6-3,,Economics,Fr.,"Rancho Bernardo, Calif. / Cathedral Catholic"
2022,17,Brendon Fezzey,UTL,6-6,,Human Biology ,R-Fr.,"Riverside, Calif. / John W. North"
2022,18,Connor Stauffer,UTL,6-3,,Molecular & Cell Biology,R-Fr.,"Mill Valley, Calif. / Tamalpais"
2022,19,Jakob Tallman,UTL,6-0,,Biology,Fr.,"Santa Ana, Calif. / Foothill"
2022,20,Collin Tournat,UTL,6-2,,Business Economics ,R-Fr.,"Manhattan Beach, Calif. / Mira Costa"
2022,21,Reef Lippa,UTL,6-0,,Marine Biology,Fr.,"Santa Ana, Calif. / Foothill"
2022,22,Luca Rago,UTL,6-1,,Undecided,Fr.,"Moraga, Calif. / Campolindo"
2022,23,Braden Clark,UTL,6-2,,International Studies,Fr.,"San Marcos, Calif. / Mission Hills"
2022,24,Kaden Likins,UTL,6-1,,Urban Studies & Planning,Jr.,"Dana Point, Calif. / Dana Hills"
2022,25,Franco Scalamandre,UTL,6-4,,Business Economics,Fr.,"Woodland Hills, Calif. / Oaks Christian"
2022,RS,Emiliano Castro,UTL,6-2,,Economics,Jr.,"San Diego, Calif. / Bonita Vista"
2023,1,Logan Estes,GK,6-9,,Structural Engineering,Jr.,"Orinda, Calif. / Campolindo"
2023,1A,Nikita Valajev,GK,6-4,,Mechanical Engineering,So.,"Mill Valley, Calif. / Tamalpais"
2023,1B,Parker George,GK,6-0,,Astrophysics,Jr.,"La Mesa, Calif. / Grossmont"
2023,1C,Alex Hegeman,GK,6-6,,Economics,Fr.,"San Jose, Calif. / Bellarmine"
2023,2,Emiliano Castro,DEF,6-2,,Economics,Jr.,"San Diego, Calif. / Bonita Vista"
2023,3,Augi Macchi,DEF,6-0,,Cognitive Science,Jr.,"Ranchos, Argentina / El Toro"
2023,4,Ante Buzov,UTL,6-7,,International Business,Jr.,"Split, Croatia / ExCathedra Split"
2023,5,Jack Martin,CTR,6-3,,Public Health,Jr.,"Walnut Creek, Calif. / Las Lomas"
2023,6,Max Abravanel,ATK,6-0,,Mathematics & Economics,Jr.,"Irvine, Calif. / Northwood"
2023,7,Lucas Romaguera,ATK,6-2,,Business Administration,Jr.,"Rio de Janeiro, Brazil / Colégio Militar"
2023,8,Eamon Hennessey,UTL,6-5,,Political Science,Jr.,"Newport Beach, Calif. / Corona del Mar"
2023,9,Miles Wilson,ATK,5-11,,International Business,Jr.,"Irvine, Calif. / Orange Lutheran"
2023,10,Matthew Wastila,ATK,6-3,,Real Estate & Development,So.,"Coronado, Calif. / Coronado"
2023,11,Felipe Ferreira,ATK,6-3,,Economics,Jr.,"Rio de Janeiro, Brazil / Colégio Elza Campos"
2023,12,Bennett Axline,CTR,6-3,,Economics,So.,"Rancho Bernardo, Calif. / Cathedral Catholic"
2023,13,Brendon Fezzey,DEF,6-6,,Human Biology ,So.,"Riverside, Calif. / John W. North"
2023,14,Franco Scalamandre,ATK,6-4,,Business Economics,R-Fr.,"Woodland Hills, Calif. / Oaks Christian"
2023,15,Rhys Bugelli,ATK,6-1,,Aerospace Engineering,Jr.,"La Jolla, Calif. / La Jolla"
2023,16,Jaime Bhattacharyya,ATK,6-4,,Environmental Policy,Fr.,"Honolulu, Hawai‘i / Mid-Pacific Institute"
2023,17,Nolan Roberts,ATK,6-1,,International Business,Fr.,"Redondo Beach, Calif. / Loyola"
2023,18,Landon Akerstrom,ATK,6-4,,Undecided,Fr.,"Costa Mesa, Calif. / Mater Dei"
2023,19,Finn Bugelli,CTR,6-4,,Aerospace Engineering,Fr.,"La Jolla, Calif. / La Jolla"
2023,20,Collin Tournat,ATK,6-2,,Business Economics ,So.,"Manhattan Beach, Calif. / Mira Costa"
2023,21,Reef Lippa,ATK,6-0,,Marine Biology,R-Fr.,"Santa Ana, Calif. / Foothill"
2023,22,Luca Rago,DEF,6-1,,Undecided,So.,"Moraga, Calif. / Campolindo"
2023,23,Trevor Moore,ATK,6-4,,International Studies,Jr.,"La Mesa, Calif. / Steele Canyon"
2023,24,Kaden Likins,ATK,6-1,,Urban Studies & Planning,Sr.,"Dana Point, Calif. / Dana Hills"
2023,25,Mason Presley,ATK,6-3,,Undecided,Fr.,"Dana Point, Calif. / JSerra Catholic"
