Year,JerseyNum,Name,Position,Height,Weight,Major,Class,HomeTownHighSchool
2010,19,Hayley Johnson,D,5-7,,,So.,"Santa Rosa, CA / Maria Carrillo HS"
2010,20,Alexa Enlow,M,5-6,,,So.,"Huntington Beach, CA / Edison HS"
2010,21,Danielle Dixon,M,5-8,,,So.,"Livermore, CA / Livermore HS"
2010,22,Alyssa Newcomer,F,5-3,,,So.,"Aliso Viejo, CA / Aliso Niguel HS"
2010,23,Ellie Nevarez,M,5-3,,,So.,"Poway, CA / Poway HS"
2010,24,Alex Leary,F,5-8,,,Fr.,"Folsom, CA / Folsom HS"
2010,RS,Hannah Gjerde,M,5-8,,,Fr.,"Alta Loma, CA / Los Osos HS"
2010,RS,Heidi Hauser,M,5-6,,,Fr.,"Canyon Lake, CA / Temescal Canyon HS"
2010,RS,Izzy Pozurama,F,5-7,,,Fr.,"Lake Forest, CA / El Toro HS"
2010,RS,Laura Zellinger,D,5-6,,,Fr.,"Mission Viejo, CA / Capistrano Valley HS"
2011,01,Kristin Armstrong,GK,5-8,,,Sr.,"Anaheim, CA / Canyon HS"
2011,1,Sarah Garland,GK,5-8,,,Sr.,"San Diego, CA / "
2011,2,Sarah McTigue,F,5-7,,,Sr.,"Bellflower, CA / Valley Christian HS"
2011,3,Lindsay Mills,M,5-2,,,Sr.,"Valencia, CA / William S. Hart HS"
2011,4,Katie Kuykendall,D,5-4,,,Sr.,"Valencia, CA / William S. Hart HS"
2011,5,Cassie Callahan,M,5-5,,,Fr.,"Coronado, CA / Coronado HS"
2011,6,Mary McWalters,D,5-4,,,Jr.,"San Diego, CA / Westview HS"
2011,7,Laura Zellinger,D,5-6,,,Rs.,"Mission Viejo, CA / Capistrano Valley HS"
2011,8,Rachel Leslie,M,5-6,,,So.,"Santee, CA / West Hills HS"
2011,9,Sara Spaventa,D,5-7,,,Sr.,"Santa Barbara, CA / San Marcos HS"
2011,10,Izzy Pozurama,F,5-7,,,Rs.,"Lake Forest, CA / El Toro HS"
2011,11,Courtney Capobianco,M,5-5,,,Sr.,"Laguna Beach, CA / Laguna Beach HS"
2011,12,Britnee Chesney,M,5-7,,,Jr.,"Fallbrook, CA / Fallbrook HS"
2011,13,Gabi Hernandez,F,5-10,,,Jr.,"Altadena, CA / Ramona Convent Secondary School"
2011,14,Laura Gordon,F,5-6,,,Jr.,"Martinez, CA / Alhambra HS"
2011,15,Ellen Wilson,D,5-9,,,Jr.,"Santa Ana, CA / Mater Dei HS"
2011,16,Shelby Wong,M,5-3,,,Sr.,"Danville, CA / Monte Vista HS"
2011,17,Jessica Wi,M,5-1,,,Jr.,"Oakland, CA / Skyline HS"
2011,18,Anne Wethe,M,5-5,,,Sr.,"Los Alamitos, CA / Los Alamitos HS"
2011,19,Hayley Johnson,D,5-7,,,Jr.,"Santa Rosa, CA / Maria Carrillo HS"
2011,20,Alexa Enlow,M,5-6,,,Jr.,"Huntington Beach, CA / Edison HS"
2011,21,Danielle Dixon,M,5-8,,,Jr.,"Livermore, CA / Livermore HS"
2011,22,Morgan Jong,M,5-6,,,Fr.,"San Pedro, CA / Tracy HS"
2011,23,Kylie Hill,M,5-5,,,Fr.,"Livermore, CA / Granada HS"
2011,24,Taryn Bales,F,5-4,,,Jr.,"Irvine, CA / Woodbridge HS"
2011,,Kayla Albin,M,5-7,,,So.,"Irvine, CA / Woodbridge HS"
2011,,Christen Chalmers,M,5-9,,,Fr.,"Santa Rosa, CA / Montgomery HS"
2011,,Hannah Gjerde,M,5-8,,,Rs.,"Alta Loma, CA / Los Osos HS"
2011,,Brenna Isbell,M,5-4,,,Fr.,"Aliso Viejo, CA / Aliso Niguel"
2011,,Alex Leary,F,5-8,,,So.,"Folsom, CA / Folsom HS"
2011,,Ellie Nevarez,M,5-3,,,Jr.,"Poway, CA / Poway HS"
2011,,Casey Parisi,F,5-5,,,So.,"Santa Rosa, CA / Montgomery HS"
2011,,Michelle Yasutake,D,5-5,,,Fr.,"Pleasant Hill, CA / College Park HS"
2012,00,Robyn Bursch,GK,5-7,,,Fr.,"Pacific Grove, CA / Pacific Grove HS"
2012,01,Itzel Gonzalez,GK,5-6,,,Fr.,"Tijuana, Mexico / Artesia HS"
2012,1,Kelcie Brodsky,GK,5-8,,,Fr.,"Agoura Hills, CA / Agoura HS"
2012,2,Christen Chalmers,M,5-9,,,R-Fr.,"Santa Rosa, CA / Montgomery HS"
2012,3,Laura Gordon,F,5-6,,,Sr.,"Martinez, CA / Alhambra HS"
2012,4,Kiera Bocchino,F,5-7,,,Fr.,"Laguna Hills, CA / Laguna Hills HS"
2012,5,Cassie Callahan,M,5-6,,,So.,"Coronado, CA / Coronado HS"
2012,6,Mary McWalters,D,5-4,,,Sr.,"San Diego, CA / Westview HS"
2012,7,Laura Zellinger,D,5-6,,,So.,"Mission Viejo, CA / Capistrano Valley HS"
2012,8,Britnee Chesney,M,5-7,,,Sr.,"Fallbrook, CA / Fallbrook HS"
2012,9,Casey Parisi,F,5-5,,,So.,"Santa Rosa, CA / Montgomery HS"
2012,10,Izzy Pozurama,F,5-7,,,So.,"Lake Forest, CA / El Toro HS"
